Id,Street_name,Street_number,District,Sq_mt_built,Sq_mt_useful,N_rooms,N_bathrooms,N_floors,Price,Has_parking_included,Built_year
13609,Calle de Quintana,,4807.69 €/m2) - District 11: Moncloa,128,100,2,2,,700000,YES,1/1/1994
13607,Colonia Santa María,17,3600.4 €/m2) - District 11: Moncloa,244,217,5,3,,849000,YES,1/1/1960
13598,Avenida de Valdemarín,,4249.04 €/m2) - District 11: Moncloa,280,250,5,4,,1120000,YES,1/1/2002
13597,Calle del Doctor Juan José López Ibor,,2951.77 €/m2) - District 11: Moncloa,174,125,3,2,,685000,YES,1/1/2007
13595,Calle de Melchor Rodríguez,21,3600.4 €/m2) - District 11: Moncloa,460,350,6,5,4,950000,YES,1/1/2000
13594,valdemarin,,4249.04 €/m2) - District 11: Moncloa,155,,4,3,,930000,NO,1/1/2005
13593,Calle de Écija,,4807.69 €/m2) - District 11: Moncloa,199,,5,3,,790000,NO,1/1/1950
13592,Avenida de los Mártires Maristas,,3810.08 €/m2) - District 11: Moncloa,660,,6,5,,1680000,YES,1/1/2006
13591,Calle de Artajona,,2951.77 €/m2) - District 11: Moncloa,80,,3,1,,195000,NO,1/1/1965
13589,Calle del Valle de Toranzo,,4249.04 €/m2) - District 11: Moncloa,761,,5,5,,3000000,YES,1/1/1960
13588,Calle Darío Aparicio,,4249.04 €/m2) - District 11: Moncloa,737,,6,6,3,2475000,YES,1/1/1994
13580,Urb. DIPLÓMATICOS,,3600.4 €/m2) - District 11: Moncloa,450,,5,4,2,1800000,YES,1/1/1984
13576,Paseo del Pintor Rosales,,4807.69 €/m2) - District 11: Moncloa,517,,5,5,,3150000,YES,1/1/1957
13573,Marques de Urquijo,,4807.69 €/m2) - District 11: Moncloa,551,,7,5,,2200000,YES,1/1/1957
13572,Calle DEL MARQUES DE URQUIJO,,4807.69 €/m2) - District 11: Moncloa,208,,4,2,,930000,NO,1/1/1950
13571,Avenida de la reina victoria,58,3810.08 €/m2) - District 11: Moncloa,145,,3,3,,665000,YES,1/1/1940
13568,Calle de Arriaza,,4807.69 €/m2) - District 11: Moncloa,46,42,1,1,,235000,NO,1/1/1929
13564,Ferraz,,4807.69 €/m2) - District 11: Moncloa,297,,4,2,,1057000,NO,1/1/1962
13563,Velayos,,3810.08 €/m2) - District 11: Moncloa,187,151,5,3,,700000,YES,1/1/1965
13553,Calle de la Princesa,,4807.69 €/m2) - District 11: Moncloa,218,176,4,4,,1400000,NO,1/1/1981
13552,Avenida de la Victoria,55,2569.96 €/m2) - District 11: Moncloa,315,,5,4,4,750000,YES,1/1/2004
13550,Calle de Arroyofresno,9,3810.08 €/m2) - District 11: Moncloa,800,,5,7,,2950000,YES,1/1/2000
13549,Calle Valle del Silencio,,2951.77 €/m2) - District 11: Moncloa,104,,3,2,,450000,YES,1/1/2007
13546,Calle San Martín de Porres,,3810.08 €/m2) - District 11: Moncloa,216,,5,3,,725000,YES,1/1/1965
13545,Avenida REINA VICTORIA,,3810.08 €/m2) - District 11: Moncloa,485,,4,4,,2200000,YES,1/1/1972
13544,Calle Molina de Aragón,1,3600.4 €/m2) - District 11: Moncloa,411,,4,5,,910000,YES,1/1/2002
13543,Paseo Isaac Peral,,3810.08 €/m2) - District 11: Moncloa,400,,6,4,,2200000,YES,1/1/1969
13542,Urb. Ciudad Universitaria Everyprop.com,,3810.08 €/m2) - District 11: Moncloa,190,,4,3,,640000,YES,1/1/1970
13537,Urb. Colonia Camarines,,3600.4 €/m2) - District 11: Moncloa,540,,4,3,3,2250000,YES,1/1/1980
13535,Urb. Aravaca Everyprop.com,,3600.4 €/m2) - District 11: Moncloa,240,,5,4,4,899000,YES,1/1/2006
13533,Paseo de la Maestra María Sánchez Árbos,,2951.77 €/m2) - District 11: Moncloa,80,73,3,1,,235000,NO,1/1/1960
13530,Paseo del Pintor Rosales,,4807.69 €/m2) - District 11: Moncloa,350,,6,6,,2950000,YES,1/1/1971
13527,Calle de Quintana,,4807.69 €/m2) - District 11: Moncloa,70,61,2,1,,595000,NO,1/1/1950
13523,Calle Valdesangil,,2951.77 €/m2) - District 11: Moncloa,89,64,2,1,,275000,NO,1/1/1974
13522,RAFAEL VILLA,,2569.96 €/m2) - District 11: Moncloa,340,,4,4,3,700000,YES,1/1/1988
13519,Calle de Juan Álvarez Mendizábal,,4807.69 €/m2) - District 11: Moncloa,131,101,4,2,,525000,NO,01/01/1890
13518,Calle Rentería,,2569.96 €/m2) - District 11: Moncloa,,823,5,7,3,2500000,NO,1/1/2008
13514,Urb. Diplomáticos,,3600.4 €/m2) - District 11: Moncloa,664,,6,6,2,2200000,YES,1/1/1980
13503,Urb. aravaca,,4249.04 €/m2) - District 11: Moncloa,60,,1,1,,345000,YES,1/1/2004
13499,Ferraz,,4807.69 €/m2) - District 11: Moncloa,264,,5,3,,1650000,NO,1/1/1943
13493,Magdalena Diaz,,2951.77 €/m2) - District 11: Moncloa,108,80,2,2,,450000,YES,1/1/2007
13489,Calle Isidro Dompablo,,3810.08 €/m2) - District 11: Moncloa,261,224,5,4,4,625000,YES,1/1/2002
13484,Anita Vindel,,3600.4 €/m2) - District 11: Moncloa,189,,7,2,,695000,NO,1/1/1950
13483,Urb. VALDEMARÍN,,4249.04 €/m2) - District 11: Moncloa,550,,4,4,4,1890000,YES,1/1/2007
13480,Avenida del Doctor Federico Rubio y Galí,,3810.08 €/m2) - District 11: Moncloa,141,,3,2,,529000,YES,1/1/1975
13479,Calle Aurora,,2951.77 €/m2) - District 11: Moncloa,54,39,1,1,,149000,NO,1/1/1950
13455,Urb. Valdemarin,,4249.04 €/m2) - District 11: Moncloa,292,,4,4,,990000,YES,1/1/2003
13448,Calle Grañón,,4256.38 €/m2) - District 8: Fuencarral,80,68,2,2,,398000,YES,1/1/2007
13447,MELCHOR FERNANDEZ ALMAGRO,,3500.0 €/m2) - District 8: Fuencarral,142,,4,2,,570000,YES,1/1/1990
13443,Calle Monasterio de El Paular,,4610.95 €/m2) - District 8: Fuencarral,285,,5,3,4,1050000,YES,1/1/2019
13440,Calle de Ramón Gómez de la Serna,,3271.96 €/m2) - District 8: Fuencarral,120,,4,2,,440000,YES,1/1/1988
13438,Urb. si,,3371.55 €/m2) - District 8: Fuencarral,293,,5,4,,995000,YES,1/1/1976
13437,Calle de Pedro Rico,,3500.0 €/m2) - District 8: Fuencarral,104,,3,2,,475000,NO,1/1/1980
13429,Calle de la Virgen de Aránzazu,,2648.73 €/m2) - District 8: Fuencarral,80,,3,1,,225000,NO,1/1/1968
13427,Avenida del Cardenal Herrera Oria,,3271.96 €/m2) - District 8: Fuencarral,202,169,6,1,2,600000,NO,1/1/1950
13426,Calle Gascones,3,3271.96 €/m2) - District 8: Fuencarral,560,,6,6,4,990000,YES,1/1/1994
13424,mirallos,14,4256.38 €/m2) - District 8: Fuencarral,202,,3,2,,665562,YES,1/1/2006
13418,Calle Monasterio de Liébana,,4610.95 €/m2) - District 8: Fuencarral,111,87,3,2,,500000,YES,1/1/2005
13417,Calle Monasterio de Guadalupe,,4610.95 €/m2) - District 8: Fuencarral,102,91,3,2,,495000,YES,1/1/2005
13407,Calle de la Isla Trinidad,,2648.73 €/m2) - District 8: Fuencarral,150,130,4,2,,394000,NO,1/1/2002
13405,Avenida del Monasterio de El Escorial,,4610.95 €/m2) - District 8: Fuencarral,93,74,2,2,,385000,YES,1/1/2011
13404,Calle Sangenjo,,3500.0 €/m2) - District 8: Fuencarral,108,,3,2,,415000,NO,1/1/1985
13402,Calle de Puentedeume,,3222.22 €/m2) - District 8: Fuencarral,52,,2,1,,185000,NO,1/1/1960
13398,Calle de la Villa de Marín,,3500.0 €/m2) - District 8: Fuencarral,130,116,3,2,,420000,YES,1/1/1979
13397,Calle de Ribadavia,,3222.22 €/m2) - District 8: Fuencarral,115,,3,2,,330000,YES,1/1/1975
13396,Calle Sandalio López,50,2648.73 €/m2) - District 8: Fuencarral,94,,2,2,,379907,YES,1/1/2009
13394,Calle Villa de Marin,,3500.0 €/m2) - District 8: Fuencarral,183,125,4,2,,640000,YES,1/1/1984
13387,Cerro del Castañar,,3695.5 €/m2) - District 8: Fuencarral,98,92,3,2,,390000,YES,1/1/1969
13386,Calle Marbella. Madrid,,3695.5 €/m2) - District 8: Fuencarral,383,,5,4,2,1330000,YES,1/1/2003
13381,Calle Caballero de la Triste Figura,38,2648.73 €/m2) - District 8: Fuencarral,500,470,4,4,4,1300000,YES,1/1/1999
13374,Calle valcarlos,,4256.38 €/m2) - District 8: Fuencarral,96,,2,2,,410000,YES,1/1/2005
13370,Calle del Monasterio de las Batuecas,,4610.95 €/m2) - District 8: Fuencarral,95,,2,2,,517000,YES,1/1/2005
13363,Calle Cerro del Castañar,,3695.5 €/m2) - District 8: Fuencarral,98,,4,2,,390000,NO,1/1/1969
13362,Calle Antonia Baena,,3271.96 €/m2) - District 8: Fuencarral,383,,5,5,4,850000,NO,1/1/1990
13360,Calle de Otero y Delage,,3271.96 €/m2) - District 8: Fuencarral,170,130,3,2,3,595000,NO,1/1/1971
13359,Calle Buitrago del Lozoya,,3271.96 €/m2) - District 8: Fuencarral,53,45,1,1,,240000,YES,1/1/2007
13355,Calle Ginzo de Limia,60,3500.0 €/m2) - District 8: Fuencarral,151,115,4,2,,420000,YES,1/1/1973
13353,Calle de Nuestra Señora de Valverde,,2648.73 €/m2) - District 8: Fuencarral,179,,3,2,,604000,YES,1/1/2019
13352,Calle Antonia Baena,,3271.96 €/m2) - District 8: Fuencarral,383,325,4,4,3,850000,NO,1/1/1990
13351,Plaza de Verín,9,3222.22 €/m2) - District 8: Fuencarral,68,58,2,1,,199000,NO,1/1/1965
13349,Plaza de Ribadeo,,3222.22 €/m2) - District 8: Fuencarral,60,,2,1,,189900,NO,1/1/1965
13337,Calle san modesto,44,3500.0 €/m2) - District 8: Fuencarral,113,95,3,2,,390000,NO,1/1/1980
13333,Urb. Mirasierra Everyprop.com,,3695.5 €/m2) - District 8: Fuencarral,680,,7,7,4,2300000,YES,1/1/2001
13332,Urb. Peñagrande Everyprop.com,,3271.96 €/m2) - District 8: Fuencarral,387,,5,6,4,1010000,YES,1/1/1994
13318,Calle de juan sanchez,,3271.96 €/m2) - District 8: Fuencarral,108,87,3,2,,475000,YES,1/1/2006
13317,Calle Mirallos,12,4256.38 €/m2) - District 8: Fuencarral,133,109,3,3,,540000,YES,1/1/2005
13315,Calle Laguna Grande,16,3695.5 €/m2) - District 8: Fuencarral,405,,5,3,,2100920,NO,1/1/1989
13311,Gavilanes,,3371.55 €/m2) - District 8: Fuencarral,203,,4,3,,700000,YES,1/1/1977
13308,Calle de Fermín Caballero,44,3500.0 €/m2) - District 8: Fuencarral,129,116,3,2,,375000,NO,1/1/1974
13304,Calle de Riscos de Polanco,6,3271.96 €/m2) - District 8: Fuencarral,195,172,5,3,,690000,YES,1/1/1993
13303,Avenida de Monforte de Lemos,,3222.22 €/m2) - District 8: Fuencarral,58,53,2,1,,210000,NO,1/1/1965
13299,Plaza de Corcubión,,3222.22 €/m2) - District 8: Fuencarral,62,52,2,1,,180000,NO,1/1/1968
13294,Arnedillo,,4610.95 €/m2) - District 8: Fuencarral,252,,4,3,4,1050000,YES,1/1/2019
13291,Plaza de Tuy,,3222.22 €/m2) - District 8: Fuencarral,52,51,2,1,,150000,NO,1/1/1964
13290,Calle de Ramón Gómez de la Serna,,3271.96 €/m2) - District 8: Fuencarral,92,83,3,1,,370000,NO,1/1/1983
13289,Calle Julio Montero,,2648.73 €/m2) - District 8: Fuencarral,61,51,2,1,,130000,NO,1/1/1960
13285,Avenida del Cardenal Herrera Oria,,3271.96 €/m2) - District 8: Fuencarral,376,268,6,7,4,1070000,YES,1/1/2021
13275,Calle Pena Dorada,,3695.5 €/m2) - District 8: Fuencarral,303,,4,5,,840000,YES,1/1/1989
13266,Calle Cabo López Martínez,,None €/m2) - District 8: Fuencarral,129,,4,2,2,590000,YES,1/1/1949
13264,Urb. Montecarmelo Everyprop.com,,4610.95 €/m2) - District 8: Fuencarral,185,,4,3,,790000,YES,1/1/2019
13263,Urb. Montecarmelo Everyprop.com,,4610.95 €/m2) - District 8: Fuencarral,110,,2,2,,550000,YES,1/1/2019
13262,Calle Antonia Baena,,3271.96 €/m2) - District 8: Fuencarral,414,,5,5,4,850000,YES,1/1/1990
13257,Calle de las Islas Marshall,3,3271.96 €/m2) - District 8: Fuencarral,73,69,3,1,,240000,NO,1/1/1970
13255,Calle de la Costa Brava,33 Bis,3695.5 €/m2) - District 8: Fuencarral,219,,5,5,,1150000,YES,1/1/1991
13252,Calle Cerrillo,,2648.73 €/m2) - District 8: Fuencarral,96,94,3,2,,238000,NO,1/1/1980
13251,Calle del Monasterio de las Batuecas,,4610.95 €/m2) - District 8: Fuencarral,109,75,2,2,,489000,YES,1/1/2005
13249,Calle de Valle de la Fuenfría,4,3695.5 €/m2) - District 8: Fuencarral,205,,3,3,,795000,YES,1/1/1989
13227,Urb. Fuentelarreina,,3371.55 €/m2) - District 8: Fuencarral,575,,5,4,3,1900000,YES,1/1/1965
13223,Urb. Puerta de Hierro,,3371.55 €/m2) - District 8: Fuencarral,,,9,7,3,4900000,YES,1/1/2008
13222,Calle Ginzo de Limia,11,3222.22 €/m2) - District 8: Fuencarral,97,92,2,2,,389900,NO,1/1/1975
13218,Urb. SI,,4256.38 €/m2) - District 8: Fuencarral,102,,3,2,,430000,YES,1/1/2007
13216,Calle de Padornelo,,4256.38 €/m2) - District 8: Fuencarral,131,,3,2,,549000,YES,1/1/2004
13213,Calle Toques,,4256.38 €/m2) - District 8: Fuencarral,130,98,2,2,,495000,YES,1/1/2004
13212,Calle Anastasia López,,2648.73 €/m2) - District 8: Fuencarral,85,,3,1,,239000,YES,1/1/1976
13211,Peña Dorada,,3695.5 €/m2) - District 8: Fuencarral,303,,4,5,3,840000,YES,1/1/1989
13208,Calle del Monasterio de las Batuecas,,4610.95 €/m2) - District 8: Fuencarral,111,,3,2,,589000,YES,1/1/2005
13202,Calle de Isla de Formosa,,2648.73 €/m2) - District 8: Fuencarral,63,46,1,1,,252000,YES,1/1/2001
13197,Calle de Carlos Morla Lynch,,None €/m2) - District 8: Fuencarral,72,67,3,1,,195000,NO,1/1/1972
13196,Calle Ínsula Barataria,2,2648.73 €/m2) - District 8: Fuencarral,600,540,10,11,4,2400000,YES,1/1/2019
13194,Calle José Anduiza,,2648.73 €/m2) - District 8: Fuencarral,53,50,2,1,,189000,NO,1/1/1970
13193,Camino Redecilla del,,4256.38 €/m2) - District 8: Fuencarral,119,92,3,2,,500000,YES,1/1/2003
13191,Calle de Nuria,,3695.5 €/m2) - District 8: Fuencarral,305,,5,5,4,1187500,YES,1/1/1986
13175,Calle Grañón,,4256.38 €/m2) - District 8: Fuencarral,90,70,2,2,,398000,YES,1/1/2007
13174,Calle de Fermín Caballero,,3500.0 €/m2) - District 8: Fuencarral,122,116,2,2,,375000,NO,1/1/1974
13171,Puerto de Maspalomas,,3222.22 €/m2) - District 8: Fuencarral,75,,2,1,,229000,NO,1/1/1983
13170,Calle Antonia Baena,15,3271.96 €/m2) - District 8: Fuencarral,414,,4,5,4,850000,YES,1/1/1990
13163,Calle del Soldado,,None €/m2) - District 8: Fuencarral,73,68,3,1,,195000,NO,1/1/1968
13160,Calle de Nuestra Señora de Valverde,,4610.95 €/m2) - District 8: Fuencarral,179,,3,2,,612000,YES,1/1/2019
13157,Calle Cámaras,,2648.73 €/m2) - District 8: Fuencarral,160,150,4,1,,380000,NO,1/1/1970
13156,Calle Toques,29-Jan,4256.38 €/m2) - District 8: Fuencarral,153,,4,2,,545000,YES,1/1/2005
13154,Camaras,,2648.73 €/m2) - District 8: Fuencarral,160,,4,1,,380000,NO,1/1/1970
13153,Salou,,3695.5 €/m2) - District 8: Fuencarral,517,,7,6,2,1900000,YES,1/1/1970
13152,Calle Laguna Grande. Madrid,,3695.5 €/m2) - District 8: Fuencarral,680,,5,5,2,3300000,YES,1/1/2008
13151,Cámaras,,2648.73 €/m2) - District 8: Fuencarral,160,,4,1,,400000,NO,1/1/1970
13147,Calle de Gabriela Mistral,,3271.96 €/m2) - District 8: Fuencarral,146,125,4,3,,665000,YES,1/1/1987
13131,Calle de Cándido Mateos,,3271.96 €/m2) - District 8: Fuencarral,72,,1,1,,410000,YES,1/1/2008
13130,Calle de Arroyofresno,,3371.55 €/m2) - District 8: Fuencarral,241,183,5,4,,890000,YES,1/1/1976
13129,Calle de Moralzarzal,,3695.5 €/m2) - District 8: Fuencarral,243,210,5,4,,920000,YES,1/1/1989
13128,Calle Leopoldo Alas Clarín,,3271.96 €/m2) - District 8: Fuencarral,250,170,4,3,,710000,YES,1/1/1982
13100,Paseo TIERRA DE MELIDE,,4256.38 €/m2) - District 8: Fuencarral,133,88,2,2,,499995,YES,1/1/2009
13098,Donato Bañares,2,2648.73 €/m2) - District 8: Fuencarral,211,,5,3,2,420000,YES,1/1/1952
13096,Gavilanes,,3371.55 €/m2) - District 8: Fuencarral,203,,4,3,,700000,YES,1/1/1977
13095,Calle de la Costa Brava,14,3695.5 €/m2) - District 8: Fuencarral,260,250,5,4,,1597700,YES,1/1/2017
13094,Avenida del Monasterio de Silos,,4610.95 €/m2) - District 8: Fuencarral,100,75,2,2,,439000,YES,1/1/2008
13093,Avenida del Cardenal Herrera Oria,,3271.96 €/m2) - District 8: Fuencarral,169,,4,2,2,485000,YES,1/1/1950
13092,BETANZOS,,3222.22 €/m2) - District 8: Fuencarral,80,,3,1,,199000,NO,1/1/1975
13090,Calle de Pedro Rico,,3500.0 €/m2) - District 8: Fuencarral,223,,5,4,,725000,YES,1/1/1980
13089,Pico Balaitus,,3271.96 €/m2) - District 8: Fuencarral,52,,2,1,,137000,NO,1/1/1967
13087,isla de arosa,,3271.96 €/m2) - District 8: Fuencarral,84,,3,1,,279000,NO,1/1/1970
13086,Calle Vegafría,,3371.55 €/m2) - District 8: Fuencarral,200,160,4,3,,695000,YES,1/1/1976
13085,Calle de Hospital de Órbigo,,4256.38 €/m2) - District 8: Fuencarral,100,,3,2,,465000,YES,1/1/2007
13084,Calle Vegafría,,3371.55 €/m2) - District 8: Fuencarral,198,,3,3,,645000,YES,1/1/1973
13083,Calle de las Islas Cíes,,3271.96 €/m2) - District 8: Fuencarral,116,,4,2,,315000,NO,1/1/1970
13082,Calle Marbella,,3695.5 €/m2) - District 8: Fuencarral,242,,5,3,,850000,YES,1/1/1976
13079,Calle de Cándido Mateos,,3271.96 €/m2) - District 8: Fuencarral,148,,3,2,,660000,YES,1/1/2009
13077,Plaza de Mondariz,,3222.22 €/m2) - District 8: Fuencarral,64,,2,1,,177500,NO,1/1/1964
13076,Calle San Juan de Ortega,,4256.38 €/m2) - District 8: Fuencarral,115,100,2,2,,430000,YES,1/1/2004
13075,Calle DE LA BAÑEZA,,3222.22 €/m2) - District 8: Fuencarral,80,,3,1,,230000,NO,1/1/1970
13071,Calle de Rosalía de Castro,,3271.96 €/m2) - District 8: Fuencarral,135,,5,2,3,600000,YES,1/1/1983
13068,Calle del Cerro de la Carrasqueta,,3718.4 €/m2) - District 8: Fuencarral,141,84,3,2,,415000,YES,1/1/1997
13060,Calle de Cantalejo,8,3371.55 €/m2) - District 8: Fuencarral,245,,4,3,,700000,YES,1/1/1974
13057,Calle Sobrado,3,4256.38 €/m2) - District 8: Fuencarral,165,,2,2,,595000,YES,1/1/2006
13055,Calle de Fermín Caballero,,3500.0 €/m2) - District 8: Fuencarral,129,116,3,2,,375000,NO,1/1/1974
13052,Antonia Baena,15,3271.96 €/m2) - District 8: Fuencarral,383,326,5,4,3,850000,NO,1/1/1990
13049,Calle TOQUES,3,4256.38 €/m2) - District 8: Fuencarral,133,,3,2,,509000,YES,1/1/2004
13043,Avenida del Monasterio de El Escorial,35,4610.95 €/m2) - District 8: Fuencarral,190,,4,3,,900000,YES,1/1/2010
13039,Calle César Manrique,1,3271.96 €/m2) - District 8: Fuencarral,103,80,2,2,,480000,YES,1/1/2006
13038,Calle de Pico Balaitus,,3271.96 €/m2) - District 8: Fuencarral,65,,2,1,,155000,NO,1/1/1967
13037,Calle julio montero,11,2648.73 €/m2) - District 8: Fuencarral,57,,1,1,,200000,YES,1/1/2008
13034,Plaza de Arteijo,,3222.22 €/m2) - District 8: Fuencarral,52,,2,1,,135000,NO,1/1/1975
13033,Calle de Fresnedillas,8,3371.55 €/m2) - District 8: Fuencarral,172,125,4,3,,575000,NO,1/1/1972
13027,Calle de Finisterre,,3500.0 €/m2) - District 8: Fuencarral,75,,3,1,,254999,YES,1/1/1970
13024,Plaza del Pico Salvaguardia,7,3271.96 €/m2) - District 8: Fuencarral,70,65,3,1,,199900,NO,1/1/1967
13023,Calle de Marbella,68,3695.5 €/m2) - District 8: Fuencarral,174,138,3,2,,740000,YES,1/1/1983
13022,Plaza de Corcubión,,3222.22 €/m2) - District 8: Fuencarral,52,50,2,1,,191000,NO,1/1/1968
13021,Calle SAN JUAN DE ORTEGA,,4256.38 €/m2) - District 8: Fuencarral,123,,2,2,,424000,YES,1/1/2006
13019,Calle Ligonde,4,4256.38 €/m2) - District 8: Fuencarral,132,,3,2,,535000,YES,1/1/2006
13018,Calle de Pedro Rico,,3500.0 €/m2) - District 8: Fuencarral,140,,4,2,,519999,YES,1/1/1985
13015,Calle de Castiello de Jaca,33,4256.38 €/m2) - District 8: Fuencarral,120,,4,3,,510000,YES,1/1/2007
13013,Calle de Fermín Caballero,,3500.0 €/m2) - District 8: Fuencarral,122,,3,2,,375000,NO,1/1/1974
13007,Avenida del Monasterio de Silos,,4610.95 €/m2) - District 8: Fuencarral,69,60,2,2,,420000,YES,1/1/2006
13006,Calle de Sarria,,3222.22 €/m2) - District 8: Fuencarral,100,,3,2,,250000,NO,1/1/1965
13003,Avenida del Monasterio de Silos,,4610.95 €/m2) - District 8: Fuencarral,69,60,2,2,,420000,YES,1/1/2006
13002,Calle ISLA TRINIDAD,,2648.73 €/m2) - District 8: Fuencarral,150,,4,2,,399000,NO,1/1/2003
13001,Avenida de Monforte de Lemos,,3500.0 €/m2) - District 8: Fuencarral,73,65,3,1,,290000,NO,1/1/1974
12999,Calle Gascones,,3271.96 €/m2) - District 8: Fuencarral,488,480,7,6,4,990000,YES,1/1/1994
12997,PABLO GARGALLO,,3271.96 €/m2) - District 8: Fuencarral,400,,6,6,4,900000,YES,1/1/1983
12995,ramon gómez de la serna,,3271.96 €/m2) - District 8: Fuencarral,120,110,3,2,,460000,YES,1/1/1985
12994,monasterio del paular,,4610.95 €/m2) - District 8: Fuencarral,380,,6,5,4,1175000,YES,1/1/2008
12992,Calle Isla de Saipan. Madrid,,3271.96 €/m2) - District 8: Fuencarral,360,,5,4,4,650000,YES,1/1/1975
12991,Melchor Fernández Almagro,,3500.0 €/m2) - District 8: Fuencarral,150,,3,3,,620000,YES,1/1/2001
12987,Calle Vegafría,1:00 AM,3371.55 €/m2) - District 8: Fuencarral,205,190,3,3,,820000,YES,1/1/1977
12984,Ronda DEL INGENIOSO HIDALGO,,2648.73 €/m2) - District 8: Fuencarral,90,81,2,2,,365000,YES,1/1/1995
12979,Calle Islas Británicas,1,2648.73 €/m2) - District 8: Fuencarral,40,32,1,1,,140000,NO,1/1/2019
12978,Camino Redecilla del,,4256.38 €/m2) - District 8: Fuencarral,121,,3,2,,530000,YES,1/1/2003
12976,Calle monasterio de caaveiro,20,4610.95 €/m2) - District 8: Fuencarral,54,,1,1,,265000,YES,1/1/2008
12975,Avenida DEL CAMINO DE SANTIAGO,,4256.38 €/m2) - District 8: Fuencarral,104,74,3,2,,430000,YES,1/1/2007
12974,Calle Isla de Saipan,,3271.96 €/m2) - District 8: Fuencarral,72,65,3,1,,230000,NO,1/1/1965
12973,Calle GERARDO BAENA,,2648.73 €/m2) - District 8: Fuencarral,60,58,1,1,,235000,YES,1/1/2013
12970,Calle de Melchor Fernández Almagro,,3500.0 €/m2) - District 8: Fuencarral,55,,1,1,,219999,YES,1/1/1983
12968,Calle de Palas de Rey,18 B,4256.38 €/m2) - District 8: Fuencarral,98,,2,2,,387000,YES,1/1/2004
12967,Calle de Pico Balaitus,,3271.96 €/m2) - District 8: Fuencarral,33,,1,1,,108000,NO,1/1/1967
12964,Calle SARRIA,30,3222.22 €/m2) - District 8: Fuencarral,100,90,3,2,,250000,NO,1/1/1965
12963,Avenida de Monforte de Lemos,,3222.22 €/m2) - District 8: Fuencarral,85,,3,1,,230000,NO,1/1/1965
12962,Isla de Saipan,,3271.96 €/m2) - District 8: Fuencarral,513,,6,5,3,990000,YES,1/1/1980
12959,Calle Antonia Baena,,3271.96 €/m2) - District 8: Fuencarral,383,,4,4,3,850000,YES,1/1/1990
12957,Calle Monasterio de Montesclaros,4,4610.95 €/m2) - District 8: Fuencarral,50,40,1,1,,350000,YES,1/1/2008
12956,Calle de Fermín Caballero,44,3500.0 €/m2) - District 8: Fuencarral,122,95,4,2,,375000,NO,1/1/1974
12954,Avenida del Monasterio de Silos,,4610.95 €/m2) - District 8: Fuencarral,120,91,2,2,,495000,YES,1/1/2004
12951,Calle Sinesio Delgado,12,3500.0 €/m2) - District 8: Fuencarral,61,50,1,1,,245000,YES,1/1/1982
12950,Calle Antonia Baena,15,3271.96 €/m2) - District 8: Fuencarral,384,325,4,4,4,850000,NO,1/1/1990
12942,Calle Antonia Baena,,3271.96 €/m2) - District 8: Fuencarral,383,325,4,4,3,850000,YES,1/1/1990
12939,Calle Antonia Baena,15,3271.96 €/m2) - District 8: Fuencarral,383,325,4,4,,850000,NO,1/1/1990
12937,Avenida de Betanzos,,3222.22 €/m2) - District 8: Fuencarral,140,,3,2,,330000,NO,1/1/1972
12932,Plaza del Pico Salvaguardia,,3271.96 €/m2) - District 8: Fuencarral,58,,2,1,,150000,NO,1/1/1967
12925,Calle Somontes,3,3371.55 €/m2) - District 8: Fuencarral,677,570,6,7,2,2200000,YES,1/1/1965
12917,Angelita Camarero,9,3271.96 €/m2) - District 8: Fuencarral,343,,4,4,3,1034000,YES,1/1/2020
12915,Calle de Cándido Mateos,31,3271.96 €/m2) - District 8: Fuencarral,184,,4,3,,710000,YES,1/1/2007
12909,Calle Grañón,24-Jun,4256.38 €/m2) - District 8: Fuencarral,107,,3,2,,545000,YES,1/1/2007
12906,Calle de Moralzarzal,100,3695.5 €/m2) - District 8: Fuencarral,215,,4,4,,895000,YES,1/1/1989
12903,Calle de Ramón Gómez de la Serna,,3271.96 €/m2) - District 8: Fuencarral,103,93,3,2,,372000,NO,1/1/1983
12900,Calle del Monasterio de Las Huelgas,18,4610.95 €/m2) - District 8: Fuencarral,200,180,4,3,,825000,YES,1/1/2008
12895,Calle Julio Palacios,31,3500.0 €/m2) - District 8: Fuencarral,210,187,5,3,,790000,YES,1/1/1985
12892,Calle del Monasterio de las Huelgas,20,4610.95 €/m2) - District 8: Fuencarral,195,170,4,2,,776000,YES,1/1/2008
12886,francisco sancha,22,2648.73 €/m2) - District 8: Fuencarral,110,105,2,1,,215000,YES,1/1/2009
12885,Calle Francisco Sancha,22,2648.73 €/m2) - District 8: Fuencarral,110,108,2,2,,265000,YES,1/1/2009
12884,Urb. fuentelarreina,,3371.55 €/m2) - District 8: Fuencarral,60,50,0,1,,285000,NO,1/1/1965
12879,Calle Fernández Cid,20,3271.96 €/m2) - District 8: Fuencarral,407,335,5,5,3,929000,YES,1/1/2004
12877,Calle Sandalio López,4,2648.73 €/m2) - District 8: Fuencarral,42,,1,1,,150000,NO,1/1/2008
12870,Avenida de Betanzos,,3222.22 €/m2) - District 8: Fuencarral,68,62,2,1,,210000,NO,1/1/1972
12867,Calle Viloria de La Rioja,16 5C,4256.38 €/m2) - District 8: Fuencarral,113,88,3,2,,680000,YES,1/1/2005
