Id,Street_name,Street_number,District,Sq_mt_built,Sq_mt_useful,N_rooms,N_bathrooms,N_floors,Price,Has_parking_included,Built_year
21742,Calle de Godella,64,1308.89 €/m2) - District 21: Villaverde,64,60,2,1,,85000,NO,1/1/1960
21742,Calle de Godella,64,1308.89 €/m2) - District 21: Villaverde,64,60,2,1,,85000,N,1/1/1960
21739,Calle Pedro Jiménez,43,1617.18 €/m2) - District 21: Villaverde,64,,2,1,,109900,NO,1/1/1955
21739,Calle Pedro Jiménez,43,1617.18 €/m2) - District 21: Villaverde,64,,2,1,,109900,NO,1/1/1955
21738,Carretera de Villaverde a Vallecas,2,1827.79 €/m2) - District 21: Villaverde,108,90,2,2,,260000,Y,1/1/2003
21737,geologia,13,1617.18 €/m2) - District 21: Villaverde,126,114,4,2,,195000,YES,1/1/1981
21733,Calle de Martinez Oviol,5,1827.79 €/m2) - District 21: Villaverde,85,,2,1,,131400,NO,1/1/1950
21732,De la Plata - Villaverde,5,1617.18 €/m2) - District 21: Villaverde,69,,2,2,,118000,NO,1/1/1963
21730,Calle de la Unanimidad,67,1827.79 €/m2) - District 21: Villaverde,123,104,3,2,,195000,NO,1/1/1992
21729,Calle de Anoeta,63,1796.68 €/m2) - District 21: Villaverde,109,90,3,2,,205000,NO,1/1/1983
21728,Calle GODELLA,7,1308.89 €/m2) - District 21: Villaverde,64,,3,1,,72000,NO,1/1/1960
21714,Calle Villajoyosa,3,1827.79 €/m2) - District 21: Villaverde,65,63,3,1,,150000,NO,1/1/1976
21713,Paseo de Alberto Palacios,62,1617.18 €/m2) - District 21: Villaverde,70,63,2,1,,145900,NO,1/1/1968
21712,Calle Laguna del Marquesado,22,1617.18 €/m2) - District 21: Villaverde,75,,1,1,,92500,NO,1/1/2008
21711,Carretera de Villaverde a Vallecas,20,1827.79 €/m2) - District 21: Villaverde,123,,3,2,,298000,YES,1/1/2002
21708,Concepción de la Oliva,21,2197.8 €/m2) - District 21: Villaverde,61,56,3,1,,100000,NO,1/1/1966
21707,San Neviano - Villaverde,3,1617.18 €/m2) - District 21: Villaverde,71,,3,1,,131400,N,1/1/1980
21707,San Neviano - Villaverde,3,1617.18 €/m2) - District 21: Villaverde,71,,3,1,,131400,N,1/1/1980
21702,Calle ESTEFANITA,2,2197.8 €/m2) - District 21: Villaverde,125,,3,3,,275000,NO,1/1/2004
21701,Calle Laguna del Marquesado,44,1617.18 €/m2) - District 21: Villaverde,75,,0,1,,83800,NO,1/1/2008
21697,Villaverde a perales,61,2197.8 €/m2) - District 21: Villaverde,83,69,2,2,,228273,YES,1/1/2020
21696,Calle de Juan José Martínez Seco,9,1827.79 €/m2) - District 21: Villaverde,45,41,2,1,,85000,NO,1/1/1968
21693,Calle Estefanita,6,2197.8 €/m2) - District 21: Villaverde,125,,3,2,,272500,NO,1/1/2004
21691,Calle Euskalduna,14,2197.8 €/m2) - District 21: Villaverde,158,,3,2,,289000,YES,1/1/2003
21689,Calle Alcocer,11,1796.68 €/m2) - District 21: Villaverde,108,,3,2,,179000,NO,1/1/1978
21687,Calle Topacio,19,1827.79 €/m2) - District 21: Villaverde,51,,2,1,,89500,N,1/1/1967
21686,Calle Calcio,15,2197.8 €/m2) - District 21: Villaverde,112,80,3,2,,289000,YES,1/1/2013
21657,Calle Emilia Ballester,15,1617.18 €/m2) - District 21: Villaverde,150,,2,1,2,159000,YES,1/1/1993
21656,Calle Estefanita,6,2197.8 €/m2) - District 21: Villaverde,140,,3,3,,272500,NO,1/1/2004
21655,Calle del Estroncio,22,1827.79 €/m2) - District 21: Villaverde,58,,3,1,,85000,N,1/1/1951
21653,Calle de Martinez Oviol,3,1827.79 €/m2) - District 21: Villaverde,110,,4,2,,175000,NO,1/1/1978
21649,Calle de la Generosidad,16,1827.79 €/m2) - District 21: Villaverde,125,87,3,2,,210000,YES,1/1/1996
21648,Calle de Tordegrillos,15,1617.18 €/m2) - District 21: Villaverde,58,,2,1,,85000,NO,1/1/1968
21647,Avenida de la Verbena de la Paloma,4,1796.68 €/m2) - District 21: Villaverde,92,,3,1,,159900,NO,1/1/1962
21646,Paseo Alberto Palacios,35,1617.18 €/m2) - District 21: Villaverde,70,,2,1,,117000,NO,1/1/1975
21645,Calle Doctor Pérez Domínguez,2,1617.18 €/m2) - District 21: Villaverde,54,50,2,1,,110000,NO,1/1/1960
21643,Calle de los Cacereños,,1617.18 €/m2) - District 21: Villaverde,108,,3,1,,140000,NO,1/1/1995
21642,Calle de Campos Ibáñez,,1827.79 €/m2) - District 21: Villaverde,65,52,2,1,,106500,NO,1/1/1963
21641,Calle DIAMANTE,,1827.79 €/m2) - District 21: Villaverde,102,81,3,2,,127500,NO,1/1/1964
21640,Calle Transversal Sexta,,1617.18 €/m2) - District 21: Villaverde,80,,2,1,,148000,YES,1/1/1999
21639,Calle Canchal,,2197.8 €/m2) - District 21: Villaverde,108,,2,1,,205000,YES,1/1/2002
21638,Calle Diamante,,1827.79 €/m2) - District 21: Villaverde,80,,3,2,,220000,YES,1/1/2000
21637,Calle Platino,,1827.79 €/m2) - District 21: Villaverde,16,,3,1,,114000,NO,1/1/1970
21636,Calle Gómez Acebo,,1617.18 €/m2) - District 21: Villaverde,54,50,2,1,,89900,NO,1/1/1964
21635,Calle Pilar Lorengar,,1827.79 €/m2) - District 21: Villaverde,70,,2,2,,210000,YES,1/1/2003
21634,Calle Salsipuedes,,1617.18 €/m2) - District 21: Villaverde,99,,2,2,,145000,NO,1/1/2007
21614,Calle Anoeta,59,1796.68 €/m2) - District 21: Villaverde,90,,3,2,,195000,NO,1/1/1985
21610,Calle de Tordegrillos,,1617.18 €/m2) - District 21: Villaverde,73,45,2,1,,127500,NO,1/1/1999
21609,Calle Transversal Sexta,,1617.18 €/m2) - District 21: Villaverde,122,90,3,2,,179000,YES,1/1/1999
21608,Villaverde a Perales,,2197.8 €/m2) - District 21: Villaverde,98,86,3,2,,266122,YES,1/1/2020
21607,villaverde a perales,,2197.8 €/m2) - District 21: Villaverde,97,83,3,2,,261989,YES,1/1/2020
21606,villaverde a perales,,2197.8 €/m2) - District 21: Villaverde,111,98,3,2,,297621,YES,1/1/2020
21605,villaverde a perales,,2197.8 €/m2) - District 21: Villaverde,99,86,3,2,,251569,YES,1/1/2020
21603,Paseo de Alberto Palacios,86,1617.18 €/m2) - District 21: Villaverde,85,75,3,1,,138000,NO,1/1/1966
21601,Calle Flora Tristán,1,1827.79 €/m2) - District 21: Villaverde,133,80,2,1,,264000,YES,1/1/2003
21600,EDUARDO MINGUITO,,1827.79 €/m2) - District 21: Villaverde,60,,3,1,,98260,NO,1/1/1960
21599,Calle Estefanita,,2197.8 €/m2) - District 21: Villaverde,133,101,3,3,,275000,NO,1/1/2004
21598,Calle Emilia Ballester,,1617.18 €/m2) - District 21: Villaverde,85,,2,1,,124000,NO,1/1/1967
21592,Calle María de Echarri,11,1827.79 €/m2) - District 21: Villaverde,121,,3,2,,260000,YES,1/1/2001
21583,Camino Leganés,,1617.18 €/m2) - District 21: Villaverde,95,,2,1,,155000,NO,1/1/1965
21582,Calle de Paterna,,1308.89 €/m2) - District 21: Villaverde,74,69,3,1,,100000,NO,1/1/1968
21581,Calle Euskalduna,,2197.8 €/m2) - District 21: Villaverde,97,,2,1,,210000,YES,1/1/2003
21580,Calle Lenguas,,1617.18 €/m2) - District 21: Villaverde,90,85,2,2,,240000,YES,1/1/2004
21578,Plaza de Gómez Acebo,,1617.18 €/m2) - District 21: Villaverde,49,44,2,1,,84000,NO,1/1/1969
21576,Benimamet,,1308.89 €/m2) - District 21: Villaverde,69,,3,1,,107000,NO,1/1/1961
21575,Calle Calcio,20,2197.8 €/m2) - District 21: Villaverde,170,,3,2,,325000,YES,1/1/2010
21574,Calle Eduardo Minguito,,1827.79 €/m2) - District 21: Villaverde,48,39,2,1,,89000,NO,1/1/1971
21573,Calle Flora Tristán,10,1827.79 €/m2) - District 21: Villaverde,98,,3,2,,284900,Y,1/1/2001
21572,Calle Lenguas,18 B,1617.18 €/m2) - District 21: Villaverde,50,,1,1,,135000,YES,1/1/2008
21571,Calle Transversal Sexta,,1617.18 €/m2) - District 21: Villaverde,136,92,3,2,,230000,YES,1/1/1999
21569,Camino Leganés,,1617.18 €/m2) - District 21: Villaverde,95,90,3,1,,185000,NO,1/1/1975
21567,Calle Eduardo Minguito,,1827.79 €/m2) - District 21: Villaverde,43,35,1,1,,84000,NO,1/1/1971
21558,Calle tordegrillos,,1617.18 €/m2) - District 21: Villaverde,83,,3,1,,91500,NO,1/1/1966
21556,Calle Covachuelas,,1617.18 €/m2) - District 21: Villaverde,65,,2,1,,86860,NO,1/1/1982
21555,Calle Concepción de la Oliva,,2197.8 €/m2) - District 21: Villaverde,58,48,3,1,,105000,NO,1/1/1966
21554,Calle de Berrocal,,2197.8 €/m2) - District 21: Villaverde,115,,3,2,,216000,YES,1/1/2001
21553,Paseo DE LAS MORERAS,,1617.18 €/m2) - District 21: Villaverde,82,73,3,1,,120000,NO,1/1/1960
21552,Calle Huerta de Villaverde,,1617.18 €/m2) - District 21: Villaverde,83,,3,1,,135000,NO,1/1/1985
21551,Calle de Berrocal,,2197.8 €/m2) - District 21: Villaverde,90,76,2,1,,212000,NO,1/1/2002
21550,GODELLA,,1308.89 €/m2) - District 21: Villaverde,95,87,2,2,,184000,NO,1/1/2011
21542,Calle Transversal Sexta,,1617.18 €/m2) - District 21: Villaverde,81,,3,2,,155000,YES,1/1/1999
21541,villaverde a perales,,2197.8 €/m2) - District 21: Villaverde,91,77,2,2,,228208,YES,1/1/2020
21540,Calle Tántalo,,2197.8 €/m2) - District 21: Villaverde,95,,3,1,,100000,NO,1/1/1970
21538,Calle de Juan Peñalver,,1617.18 €/m2) - District 21: Villaverde,60,56,2,1,,105000,NO,1/1/1967
21537,Calle Alcocer,,1796.68 €/m2) - District 21: Villaverde,80,,3,1,,165000,NO,1/1/1977
21536,Rocafort,,1308.89 €/m2) - District 21: Villaverde,60,50,2,1,,73000,NO,1/1/1960
21535,Calle Lenguas,,1617.18 €/m2) - District 21: Villaverde,50,,1,1,,159000,YES,1/1/2007
21533,Calle de Eduardo Barreiros,,1796.68 €/m2) - District 21: Villaverde,96,,2,2,,210000,YES,1/1/2001
21532,Calle de Clara Schumann,,1827.79 €/m2) - District 21: Villaverde,71,60,2,2,,198000,NO,1/1/2001
21531,Calle Diamante. Madrid,,1827.79 €/m2) - District 21: Villaverde,74,,2,1,,139900,NO,1/1/1966
21530,Calle Moncada,,1308.89 €/m2) - District 21: Villaverde,65,60,2,1,,110000,NO,1/1/1962
21528,Paseo de alberto palacios,,1617.18 €/m2) - District 21: Villaverde,75,70,3,1,,103000,NO,1/1/1968
21525,Paseo de Alberto Palacios,,1617.18 €/m2) - District 21: Villaverde,115,92,3,1,,154900,NO,1/1/1975
21521,Calle Transversal Sexta,10,1617.18 €/m2) - District 21: Villaverde,90,70,3,2,,155000,YES,1/1/1998
21516,Avenida VERBENA DE LA PALOMA,17,1796.68 €/m2) - District 21: Villaverde,120,,3,1,,195000,NO,1/1/1962
21515,Calle de la Esmaltina,1,2197.8 €/m2) - District 21: Villaverde,90,,3,2,,222000,YES,1/1/2001
21513,Calle la Dolorosa,10,1796.68 €/m2) - District 21: Villaverde,80,65,3,1,,182000,NO,1/1/1974
21512,Calle Antimonio,7,1617.18 €/m2) - District 21: Villaverde,120,85,3,2,,295000,YES,1/1/2003
21506,Calle de Beniferri,63,1308.89 €/m2) - District 21: Villaverde,60,,3,1,,74550,NO,1/1/1960
21504,LEONOR GONGORA,,1827.79 €/m2) - District 21: Villaverde,95,85,3,1,,130000,NO,1/1/1985
21502,Calle Villajoyosa,,1827.79 €/m2) - District 21: Villaverde,71,,3,1,,149000,NO,1/1/1970
21501,Calle Villajoyosa,,1827.79 €/m2) - District 21: Villaverde,70,,3,1,,135000,NO,1/1/1969
21500,Calle Ciudadanía,,1827.79 €/m2) - District 21: Villaverde,98,85,4,2,,230000,NO,1/1/1977
21480,Calle Magnesia,bis,1617.18 €/m2) - District 21: Villaverde,83,71,2,1,,146000,NO,1/1/2003
21478,Calle de Rocafort,14 j,1308.89 €/m2) - District 21: Villaverde,30,27,1,1,,59000,NO,1/1/1960
21476,Calle Estefanita,6,2197.8 €/m2) - District 21: Villaverde,125,,3,3,,275000,NO,1/1/2004
21472,Calle de Benimamet,6,1308.89 €/m2) - District 21: Villaverde,63,58,3,1,,82000,NO,1/1/1960
21470,Urb. privada,,1617.18 €/m2) - District 21: Villaverde,95,90,3,1,,199000,YES,1/1/1966
21466,Calle Villastar,,1617.18 €/m2) - District 21: Villaverde,60,,3,1,,120000,NO,1/1/1960
21463,Calle de la del Manojo de Rosas,,1796.68 €/m2) - District 21: Villaverde,65,,2,1,,109000,NO,1/1/1950
21456,Calle de Rocafort,,1308.89 €/m2) - District 21: Villaverde,61,55,3,1,,89000,NO,1/1/1960
21455,Calle la Canción del Olvido,,1796.68 €/m2) - District 21: Villaverde,67,,3,1,,119000,NO,1/1/1960
21453,Urb. Los Angeles,,1796.68 €/m2) - District 21: Villaverde,92,,3,2,,175000,NO,1/1/1962
21451,Sahara,,1827.79 €/m2) - District 21: Villaverde,63,,3,1,,167000,NO,1/1/1966
21449,Calle de los Cacereños,,1617.18 €/m2) - District 21: Villaverde,63,60,3,1,,84000,NO,1/1/1968
21448,Calle la Canción del Olvido,43,1796.68 €/m2) - District 21: Villaverde,52,,2,1,,101000,NO,1/1/1960
21446,Calle Estefanita,,2197.8 €/m2) - District 21: Villaverde,125,,3,3,,275000,NO,1/1/2004
21441,Calle Salsipuedes,25,1617.18 €/m2) - District 21: Villaverde,95,75,2,2,,154500,NO,1/1/2007
21438,Urb. Platino,,1827.79 €/m2) - District 21: Villaverde,85,64,3,1,,154900,YES,1/1/1980
21436,Calle Platino,,1827.79 €/m2) - District 21: Villaverde,55,45,2,1,,96000,NO,1/1/1962
21426,Calle de Juan José Martínez Seco,87,1827.79 €/m2) - District 21: Villaverde,70,55,2,1,,202000,NO,1/1/2009
21425,Calle de Juan José Martínez Seco,87,1827.79 €/m2) - District 21: Villaverde,47,33,1,1,,144000,NO,1/1/2009
21419,Paseo FERROVIARIOS,,1617.18 €/m2) - District 21: Villaverde,70,65,2,1,,75000,NO,1/1/1973
21415,Calle de Albino Hernández Lázaro,,1617.18 €/m2) - District 21: Villaverde,55,50,2,1,,96600,NO,1/1/1959
21414,Calle la Corte del Faraón,,1796.68 €/m2) - District 21: Villaverde,77,,3,1,,119000,NO,1/1/1960
21413,Calle Villajoyosa,,1827.79 €/m2) - District 21: Villaverde,56,,3,1,,100000,NO,1/1/1967
21411,Calle Villajoyosa,,1827.79 €/m2) - District 21: Villaverde,72,65,3,1,,95000,NO,1/1/1965
21408,Calle Doctor Pérez Domínguez,6,1617.18 €/m2) - District 21: Villaverde,120,105,3,1,,195000,NO,1/1/1970
21406,Calle Emilia Ballester,13,1617.18 €/m2) - District 21: Villaverde,95,84,2,1,,122000,NO,1/1/1967
21401,Calle de Tordegrillos,,1617.18 €/m2) - District 21: Villaverde,70,,3,1,,104840,NO,1/1/1968
21398,Calle Villajoyosa,,1827.79 €/m2) - District 21: Villaverde,56,,3,1,,105000,NO,1/1/1967
21395,Calle Litos,,1796.68 €/m2) - District 21: Villaverde,54,,3,1,,71000,NO,1/1/1965
21391,Calle Doctor Criado,6,1617.18 €/m2) - District 21: Villaverde,75,70,3,1,,120000,NO,1/1/1974
21368,Calle de Berrocal,72,2197.8 €/m2) - District 21: Villaverde,140,130,3,3,,340000,YES,1/1/2003
21367,Calle Emilia Ballester,48,1617.18 €/m2) - District 21: Villaverde,112,99,3,2,,230000,NO,1/1/1965
21348,Travesía Arechavaleta,2,1796.68 €/m2) - District 21: Villaverde,116,106,4,2,,170000,NO,1/1/1978
21347,Calle Uranio,9,2197.8 €/m2) - District 21: Villaverde,48,,2,1,,120000,NO,1/1/2009
21343,Calle de Rocafort,25,1308.89 €/m2) - District 21: Villaverde,60,50,4,1,,75000,NO,1/1/1960
21314,Calle de Berrocal,12,2197.8 €/m2) - District 21: Villaverde,147,,4,2,,340000,YES,1/1/2003
21310,Calle de Godella,100,1308.89 €/m2) - District 21: Villaverde,90,,3,2,,139000,NO,1/1/2008
21309,Calle Moncada,109,1308.89 €/m2) - District 21: Villaverde,63,60,2,1,,102000,NO,1/1/1962
21291,Calle del Talco,,1617.18 €/m2) - District 21: Villaverde,62,58,2,2,,148000,NO,1/1/1969
21289,Paseo de Alberto Palacios,,1617.18 €/m2) - District 21: Villaverde,83,78,3,1,,155000,NO,1/1/1964
21284,Calle San Luciano,9,1796.68 €/m2) - District 21: Villaverde,65,62,2,1,,125000,NO,1/1/1972
21279,Calle de Domingo Párraga,26,1617.18 €/m2) - District 21: Villaverde,65,,3,1,,107583,NO,1/1/1980
21274,Camino Leganés,25,1617.18 €/m2) - District 21: Villaverde,123,,4,2,,220000,YES,1/1/1981
21271,Calle Transversal Sexta,1,1617.18 €/m2) - District 21: Villaverde,80,,3,2,,160000,YES,1/1/2000
21270,Calle Augustóbriga,9,1827.79 €/m2) - District 21: Villaverde,113,,3,2,,359900,YES,1/1/2010
21269,Calle Transversal Sexta,3,1617.18 €/m2) - District 21: Villaverde,89,71,3,2,,174000,YES,1/1/2000
21267,Calle Francisco Ordóñez,5,1617.18 €/m2) - District 21: Villaverde,120,105,3,1,,180000,NO,1/1/1974
21266,Calle Salsipuedes,2,1617.18 €/m2) - District 21: Villaverde,101,80,2,2,,245000,YES,1/1/2007
21262,Calle Arechavaleta,,1796.68 €/m2) - District 21: Villaverde,75,,3,1,,113000,NO,1/1/1971
21260,Calle de Juan José Martínez Seco,,1827.79 €/m2) - District 21: Villaverde,54,,3,1,,91957,NO,1/1/1964
21256,GOMEZ ACEBO,,1617.18 €/m2) - District 21: Villaverde,69,66,2,1,,132000,NO,1/1/1965
21247,JOSÉ DEL PINO,,1827.79 €/m2) - District 21: Villaverde,83,,3,1,,116675,NO,1/1/1965
21246,Paterna,,1308.89 €/m2) - District 21: Villaverde,76,,2,1,,109491,NO,1/1/1968
21244,Calle Euskalduna,1,2197.8 €/m2) - District 21: Villaverde,80,70,2,2,,250000,YES,1/1/2005
21234,azufre,,1827.79 €/m2) - District 21: Villaverde,105,,3,2,,182260,YES,1/1/1983
21232,Calle de Lubian,,1617.18 €/m2) - District 21: Villaverde,88,,3,1,,116000,NO,1/1/1964
21231,Calle del Arroyo Bueno,4,1617.18 €/m2) - District 21: Villaverde,160,70,2,1,,260000,YES,1/1/1992
21230,Calle de Getafe,,1617.18 €/m2) - District 21: Villaverde,60,,2,1,,99000,NO,1/1/1953
21228,Paseo de Alberto Palacios,,1617.18 €/m2) - District 21: Villaverde,88,,3,1,,132260,NO,1/1/1962
21227,Calle de Juan José Martínez Seco,,1827.79 €/m2) - District 21: Villaverde,53,,1,1,,144000,NO,1/1/2007
21226,Calle Limonita,5,2197.8 €/m2) - District 21: Villaverde,89,75,3,2,,235000,YES,1/1/2003
21224,Calle Alberto Palacios,,1617.18 €/m2) - District 21: Villaverde,65,,3,1,,97000,NO,1/1/1965
21222,Calle Miguel Solas,,2197.8 €/m2) - District 21: Villaverde,85,76,3,1,,140200,NO,1/1/1997
21220,Calle Grazia Deledda,9,1827.79 €/m2) - District 21: Villaverde,116,82,3,2,,295000,YES,1/1/2002
21219,Calle de Juan Peñalver,66,1617.18 €/m2) - District 21: Villaverde,80,,3,1,,135000,YES,1/1/1979
21216,Calle de la del Manojo de Rosas,65 69,1796.68 €/m2) - District 21: Villaverde,95,84,4,1,,175000,YES,1/1/1970
21212,Flora Tristán,6,1827.79 €/m2) - District 21: Villaverde,100,,3,2,,285000,YES,1/1/2002
21208,Calle de Godella,,1308.89 €/m2) - District 21: Villaverde,62,,3,1,,108000,NO,1/1/1960
21205,Calle Heliófilo,,1617.18 €/m2) - District 21: Villaverde,78,,3,1,,116050,NO,1/1/1976
21196,Calle Antimonio,,1617.18 €/m2) - District 21: Villaverde,64,,2,1,,149999,YES,1/1/2000
21191,Calle Salsipuedes,25,1617.18 €/m2) - District 21: Villaverde,95,88,2,2,,154500,NO,1/1/2007
21187,Calle de Benimamet,,1308.89 €/m2) - District 21: Villaverde,60,57,2,1,,70000,NO,1/1/1960
21184,Calle de Tordegrillos,,1617.18 €/m2) - District 21: Villaverde,61,57,2,1,,93000,NO,1/1/1965
21182,Calle de la Corte de Faraón,,1796.68 €/m2) - District 21: Villaverde,97,,4,1,,149000,NO,1/1/1963
21181,Calle Vicente Carballal,,2197.8 €/m2) - District 21: Villaverde,76,,3,1,,140000,NO,1/1/1971
21179,Calle Silvinita,1,2197.8 €/m2) - District 21: Villaverde,187,,3,2,,295000,YES,1/1/2003
21178,Calle del Arroyo Bueno,,1617.18 €/m2) - District 21: Villaverde,62,,2,1,,107000,NO,1/1/1965
21176,Calle de Berrocal,3,2197.8 €/m2) - District 21: Villaverde,89,,2,2,,250000,YES,1/1/2004
21175,Calle de Sáhara,,1827.79 €/m2) - District 21: Villaverde,68,60,2,1,,164000,NO,1/1/1966
21173,Calle Huerta de Villaverde,,1617.18 €/m2) - District 21: Villaverde,114,,4,2,,257000,NO,1/1/1987
21172,Calle la del Soto del Parral,,1796.68 €/m2) - District 21: Villaverde,70,,3,1,,119000,NO,1/1/1961
21171,Calle Miguel Solas,,2197.8 €/m2) - District 21: Villaverde,55,,2,1,,99900,NO,1/1/1966
21170,Calle de Berrocal,,2197.8 €/m2) - District 21: Villaverde,90,75,2,1,,215000,NO,1/1/2009
21169,Paseo de las Moreras,13,1617.18 €/m2) - District 21: Villaverde,67,,3,1,,99000,NO,1/1/1960
21168,Calle del Americio,,2197.8 €/m2) - District 21: Villaverde,110,85,2,2,,225000,YES,1/1/2004
21166,Paseo Talleres. Madrid,,1796.68 €/m2) - District 21: Villaverde,65,60,3,1,,85000,NO,1/1/1965
21163,Calle de godella,,1308.89 €/m2) - District 21: Villaverde,80,,3,2,,130000,NO,1/1/2011
21161,Calle Estefanita,,2197.8 €/m2) - District 21: Villaverde,125,105,3,3,,275000,NO,1/1/2004
21160,Paseo estación,,1827.79 €/m2) - District 21: Villaverde,93,74,3,1,,125000,NO,1/1/1961
21159,Calle Silvinita,,2197.8 €/m2) - District 21: Villaverde,120,90,3,2,,250000,YES,1/1/2003
21158,EUSKALDUNA,,2197.8 €/m2) - District 21: Villaverde,78,62,2,1,,198500,YES,1/1/2003
21157,Berrocal,,2197.8 €/m2) - District 21: Villaverde,147,,4,2,,350000,YES,1/1/2002
21156,Calle Leonor Góngora,,1827.79 €/m2) - District 21: Villaverde,52,,2,1,,99900,NO,1/1/1968
21155,Avenida de Espinela,,1617.18 €/m2) - District 21: Villaverde,100,,3,2,,137260,NO,1/1/1969
21153,limonita,,2197.8 €/m2) - District 21: Villaverde,200,164,5,3,,330000,YES,1/1/2002
21149,Calle Nuestra Señora de Begoña,,1617.18 €/m2) - District 21: Villaverde,65,61,3,1,,99000,NO,1/1/1961
21148,godella,,1308.89 €/m2) - District 21: Villaverde,62,,2,1,,93000,NO,1/1/1960
21147,Calle Potasa,,2197.8 €/m2) - District 21: Villaverde,69,,3,1,,97000,NO,1/1/1985
21146,Calle de Godella,199,1308.89 €/m2) - District 21: Villaverde,65,,3,1,,95000,NO,1/1/1960
21145,Calle Manganeso,,1827.79 €/m2) - District 21: Villaverde,80,,3,1,,128000,NO,1/1/1967
21143,Calle Euskalduna,,2197.8 €/m2) - District 21: Villaverde,160,,4,2,,450000,NO,1/1/2005
21141,Calle del Arroyo Bueno,,1617.18 €/m2) - District 21: Villaverde,75,,2,1,,128000,NO,1/1/1969
21139,Calle Leonor Góngora,,1827.79 €/m2) - District 21: Villaverde,75,,3,1,,125000,NO,1/1/1969
21138,Calle de Godella,,1308.89 €/m2) - District 21: Villaverde,60,,3,1,,110000,NO,1/1/1960
21135,Calle Calcio,,2197.8 €/m2) - District 21: Villaverde,106,78,3,2,,249500,YES,1/1/2019
21134,Calle Tántalo,,2197.8 €/m2) - District 21: Villaverde,65,55,3,1,,124000,NO,1/1/1970
21133,Calle de Juan José Martínez Seco. Madrid,,1827.79 €/m2) - District 21: Villaverde,70,57,2,1,,202000,NO,1/1/2009
21131,Calle Principal,,1617.18 €/m2) - District 21: Villaverde,90,70,3,2,,179000,YES,1/1/2000
21122,Calle de Beniferri,,1308.89 €/m2) - District 21: Villaverde,56,,3,1,,78000,NO,1/1/1960
21121,Calle de Godella,,1308.89 €/m2) - District 21: Villaverde,60,,2,1,,68260,NO,1/1/1966
21120,Carretera de Villaverde a Vallecas,,1827.79 €/m2) - District 21: Villaverde,98,80,2,2,,257000,YES,1/1/2003
21118,Calle de la Generosidad,,1827.79 €/m2) - District 21: Villaverde,125,76,3,2,,210000,YES,1/1/1996
21117,Calle de Berrocal,,2197.8 €/m2) - District 21: Villaverde,133,112,3,3,,239000,YES,1/1/2002
21116,Calle de la Unanimidad,,1827.79 €/m2) - District 21: Villaverde,114,,3,2,,175000,YES,1/1/1994
21115,Calle de la Alegría de la Huerta,,1796.68 €/m2) - District 21: Villaverde,90,,4,1,,165000,NO,1/1/1972
21112,Arroyo Bueno,,1617.18 €/m2) - District 21: Villaverde,70,,3,1,,109000,NO,1/1/1969
21111,Calle de Berrocal,14,2197.8 €/m2) - District 21: Villaverde,162,137,4,2,,345000,YES,1/1/2001
21109,Calle de la Corte de Faraón,,1796.68 €/m2) - District 21: Villaverde,78,,3,1,,130700,NO,1/1/1960
21108,Calle San Luciano,,1796.68 €/m2) - District 21: Villaverde,60,56,1,1,,123000,NO,1/1/1971
21106,Calle de la del Manojo de Rosas,,1796.68 €/m2) - District 21: Villaverde,75,68,3,1,,140000,NO,1/1/1970
21105,Calle LEGUAS,,1617.18 €/m2) - District 21: Villaverde,47,,1,1,,139000,YES,1/1/2007
21104,Calle Doña Francisquita,3,1796.68 €/m2) - District 21: Villaverde,67,45,1,1,,104000,NO,1/1/1965
21101,Calle de Sáhara,,1827.79 €/m2) - District 21: Villaverde,49,43,2,1,,145000,NO,1/1/1966
21090,Calle Flora Tristán,8,1827.79 €/m2) - District 21: Villaverde,99,72,3,2,,229000,NO,1/1/2002
21088,Calle Euskalduna,14,2197.8 €/m2) - District 21: Villaverde,144,,4,2,,268000,YES,1/1/2003
21052,Calle Artesanía,,1617.18 €/m2) - District 21: Villaverde,51,45,3,1,,115000,NO,1/1/1965
21047,Calle de la Alegría de la Huerta,,1796.68 €/m2) - District 21: Villaverde,82,72,3,1,,163000,NO,1/1/1972
21046,Calle Doctor Martín Arévalo,,1617.18 €/m2) - District 21: Villaverde,95,81,3,1,,177000,NO,1/1/1968
21045,Calle Villapalacios,,1827.79 €/m2) - District 21: Villaverde,97,77,4,1,,160000,NO,1/1/1970
21044,Eduardo Minguito,,1827.79 €/m2) - District 21: Villaverde,65,,2,1,,126000,NO,1/1/1962
21038,Carretera de Villaverde a Vallecas,,1827.79 €/m2) - District 21: Villaverde,122,,3,2,,280000,YES,1/1/2004
21034,estefanita,,2197.8 €/m2) - District 21: Villaverde,110,,3,2,,240000,YES,1/1/2003
21029,Paseo Alberto Palacios,,1617.18 €/m2) - District 21: Villaverde,60,,2,1,,135000,YES,1/1/1976
21028,Santa Florencia,,1827.79 €/m2) - District 21: Villaverde,64,51,2,1,,112000,NO,1/1/1967
21024,Calle de Villaverde a Perales del Rio,,2197.8 €/m2) - District 21: Villaverde,90,80,3,2,,234990,YES,1/1/2020
21022,Calle la Dolorosa,,1796.68 €/m2) - District 21: Villaverde,79,,4,1,,129900,NO,1/1/1972
21021,Calle de la Vírgen de los Desamparados,,1796.68 €/m2) - District 21: Villaverde,89,,3,1,,165000,NO,1/1/1977
